process_name,lifecycle_stage,category_path,location,unit,ref_flow,description,material_tags,semantic_text,Agricultural land occupation,Climate change,Fossil depletion,Freshwater ecotoxicity,Freshwater eutrophication,Human toxicity,Ionising radiation,Marine ecotoxicity,Marine eutrophication,Metal depletion,Natural land transformation,Ozone depletion,Particulate matter formation,Photochemical oxidant formation,Terrestrial acidification,Terrestrial ecotoxicity,Urban land occupation,Water depletion
"Waste incineration of plastics (Nylon 6, Nylon 66, PAN), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment",Transport & Packaging,End-of-life treatment > Energy recycling,EU-27,kg,"waste incineration of plastics (Nylon 6, Nylon 66, PAN)",,plastic,"Process: Waste incineration of plastics (Nylon 6, Nylon 66, PAN), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment | Category: End-of-life treatment > Energy recycling | Lifecycle Stage: Transport & Packaging | Location: EU-27 | Materials: plastic | Unit: 1 kg | Reference Flow: waste incineration of plastics (Nylon 6, Nylon 66, PAN) | Description:  | Water depletion: 0.0037 | Freshwater ecotoxicity: -0.0002 | Marine ecotoxicity: -0.0002 | Ozone depletion: -0.0 | Marine eutrophication: 0.0003 | Human toxicity: -0.0366 | Particulate matter formation: -0.0001 | Terrestrial acidification: -0.0022 | Climate change: 0.9948 | Terrestrial ecotoxicity: -0.0 | Photochemical oxidant formation: 0.0053 | Ionising radiation: -0.1695 | Metal depletion: -0.0004 | Freshwater eutrophication: -0.0",-0.0,0.99477256,-0.0,-0.00018853,-1.69e-06,-0.03661611,-0.16950863,-0.0001676,0.00026896,-0.00037556,-0.0,-1.4e-07,-7.975e-05,0.00527736,-0.00223987,-2.354e-05,-0.0,0.00370135
"Waste incineration of plastics (Nylon 6 GF 30, Nylon 66 GF 30), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment",Transport & Packaging,End-of-life treatment > Energy recycling,EU-27,kg,"waste incineration of plastics (Nylon 6 GF 30, Nylon 66 GF 30)",,plastic,"Process: Waste incineration of plastics (Nylon 6 GF 30, Nylon 66 GF 30), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment | Category: End-of-life treatment > Energy recycling | Lifecycle Stage: Transport & Packaging | Location: EU-27 | Materials: plastic | Unit: 1 kg | Reference Flow: waste incineration of plastics (Nylon 6 GF 30, Nylon 66 GF 30) | Description:  | Water depletion: 0.0034 | Freshwater ecotoxicity: -0.0001 | Marine ecotoxicity: -0.0001 | Ozone depletion: -0.0 | Marine eutrophication: 0.0001 | Human toxicity: -0.0239 | Particulate matter formation: -0.0003 | Terrestrial acidification: -0.0022 | Climate change: 0.6471 | Terrestrial ecotoxicity: -0.0 | Photochemical oxidant formation: 0.0026 | Ionising radiation: -0.1136 | Metal depletion: -0.0009 | Freshwater eutrophication: -0.0",-0.0,0.64709318,-0.0,-0.00012688,-1.19e-06,-0.02386951,-0.11361742,-0.00011387,0.0001379,-0.00088593,-0.0,-9e-08,-0.00027861,0.00256591,-0.00215072,-1.618e-05,-0.0,0.00340893
"Waste incineration of plastics (rigid PVC), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment",Transport & Packaging,End-of-life treatment > Energy recycling,EU-27,kg,waste incineration of plastics (rigid PVC),,plastic,"Process: Waste incineration of plastics (rigid PVC), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment | Category: End-of-life treatment > Energy recycling | Lifecycle Stage: Transport & Packaging | Location: EU-27 | Materials: plastic | Unit: 1 kg | Reference Flow: waste incineration of plastics (rigid PVC) | Description:  | Water depletion: 0.0071 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: -0.0001 | Ozone depletion: -0.0 | Marine eutrophication: -0.0 | Human toxicity: -0.0083 | Particulate matter formation: -0.0005 | Terrestrial acidification: -0.0027 | Climate change: 1.6988 | Terrestrial ecotoxicity: -0.0 | Photochemical oxidant formation: -0.0005 | Ionising radiation: -0.0434 | Metal depletion: 0.0007 | Freshwater eutrophication: -0.0",-0.0,1.69880168,-0.0,-4.256e-05,-8.4e-07,-0.00827523,-0.0434043,-5.439e-05,-1.144e-05,0.0007259,-0.0,-3e-08,-0.00051504,-0.00047102,-0.00273628,-8.59e-06,-0.0,0.00708992
"Waste incineration of ferro metals, at plant, average European waste-to-energy plant, without collection, transport and pre-treatment",Transport & Packaging,End-of-life treatment > Energy recycling,EU-27,kg,waste incineration of ferro metals,,other,"Process: Waste incineration of ferro metals, at plant, average European waste-to-energy plant, without collection, transport and pre-treatment | Category: End-of-life treatment > Energy recycling | Lifecycle Stage: Transport & Packaging | Location: EU-27 | Materials: other | Unit: 1 kg | Reference Flow: waste incineration of ferro metals | Description:  | Water depletion: 0.0056 | Freshwater ecotoxicity: -0.0 | Marine ecotoxicity: -0.0004 | Ozone depletion: 0.0 | Marine eutrophication: -0.0001 | Human toxicity: 0.0678 | Particulate matter formation: -0.0012 | Terrestrial acidification: -0.0017 | Climate change: -0.6241 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: -0.0021 | Ionising radiation: 0.0636 | Metal depletion: -1.2143 | Freshwater eutrophication: -0.0",-0.0,-0.62412185,-0.0,-1.77e-05,-6e-08,0.06776306,0.06363258,-0.00037082,-5.725e-05,-1.21427553,-0.0,5e-08,-0.00117685,-0.00211611,-0.00174928,-3.375e-05,-0.0,0.00560919
"Waste incineration of glass/inert material, at plant, average European waste-to-energy plant, without collection, transport and pre-treatment",Transport & Packaging,End-of-life treatment > Energy recycling,EU-27,kg,waste incineration of glass/inert material,,glass,"Process: Waste incineration of glass/inert material, at plant, average European waste-to-energy plant, without collection, transport and pre-treatment | Category: End-of-life treatment > Energy recycling | Lifecycle Stage: Transport & Packaging | Location: EU-27 | Materials: glass | Unit: 1 kg | Reference Flow: waste incineration of glass/inert material | Description:  | Water depletion: 0.0028 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Ozone depletion: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0082 | Particulate matter formation: 0.0002 | Terrestrial acidification: 0.0005 | Climate change: 0.126 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0004 | Ionising radiation: 0.0105 | Metal depletion: -0.0021 | Freshwater eutrophication: 0.0",-0.0,0.12598836,-0.0,1.232e-05,2.7e-07,0.00817986,0.01046917,1.062e-05,1.608e-05,-0.00209149,-0.0,1e-08,0.00018463,0.00041945,0.00051458,1.4e-06,-0.0,0.00284305
"Waste incineration of untreated wood (10,7% water content), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment",Transport & Packaging,End-of-life treatment > Energy recycling,EU-27,kg,waste incineration of untreated wood (10.7% water content),,"wood, water","Process: Waste incineration of untreated wood (10,7% water content), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment | Category: End-of-life treatment > Energy recycling | Lifecycle Stage: Transport & Packaging | Location: EU-27 | Materials: wood, water | Unit: 1 kg | Reference Flow: waste incineration of untreated wood (10.7% water content) | Description:  | Water depletion: 0.0032 | Freshwater ecotoxicity: -0.0001 | Marine ecotoxicity: -0.0001 | Ozone depletion: -0.0 | Marine eutrophication: 0.0 | Human toxicity: -0.0141 | Particulate matter formation: -0.001 | Terrestrial acidification: -0.0038 | Climate change: -0.7785 | Terrestrial ecotoxicity: -0.0 | Photochemical oxidant formation: -0.0015 | Ionising radiation: -0.0867 | Metal depletion: -0.0007 | Freshwater eutrophication: -0.0",-0.0,-0.77850398,-0.0,-9.892e-05,-1.19e-06,-0.01414423,-0.08669483,-8.576e-05,-4.683e-05,-0.00069786,-0.0,-7e-08,-0.001049,-0.00152451,-0.00384182,-1.217e-05,-0.0,0.00319027
"Waste incineration of wood products (OSB, particle board), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment",Transport & Packaging,End-of-life treatment > Energy recycling,EU-27,kg,"waste incineration of wood products (OSB, particle board)",,wood,"Process: Waste incineration of wood products (OSB, particle board), at plant, average European waste-to-energy plant, without collection, transport and pre-treatment | Category: End-of-life treatment > Energy recycling | Lifecycle Stage: Transport & Packaging | Location: EU-27 | Materials: wood | Unit: 1 kg | Reference Flow: waste incineration of wood products (OSB, particle board) | Description:  | Water depletion: 0.0032 | Freshwater ecotoxicity: -0.0001 | Marine ecotoxicity: -0.0001 | Ozone depletion: -0.0 | Marine eutrophication: -0.0 | Human toxicity: -0.0151 | Particulate matter formation: -0.0009 | Terrestrial acidification: -0.0035 | Climate change: -0.79 | Terrestrial ecotoxicity: -0.0 | Photochemical oxidant formation: -0.0008 | Ionising radiation: -0.0908 | Metal depletion: -0.0007 | Freshwater eutrophication: -0.0",-0.0,-0.79000732,-0.0,-0.00010307,-1.18e-06,-0.01506157,-0.09076436,-8.902e-05,-1.372e-05,-0.00067323,-0.0,-7e-08,-0.0009049,-0.00078719,-0.00350473,-1.26e-05,-0.0,0.00322704
"Landfill of municipal solid waste, AT, DE, IT, LU, NL, SE, CH technology mix, at landfill site, landfill including landfill gas utilisation and leachate treatment, without collection, transport and   pre-treatment",Transport & Packaging,End-of-life treatment > Landfilling,EU-27,kg,municipal solid waste deposition,,other,"Process: Landfill of municipal solid waste, AT, DE, IT, LU, NL, SE, CH technology mix, at landfill site, landfill including landfill gas utilisation and leachate treatment, without collection, transport and   pre-treatment | Category: End-of-life treatment > Landfilling | Lifecycle Stage: Transport & Packaging | Location: EU-27 | Materials: other | Unit: 1 kg | Reference Flow: municipal solid waste deposition | Description:  | Water depletion: 0.0002 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0003 | Human toxicity: 0.0015 | Particulate matter formation: 0.0004 | Terrestrial acidification: 0.0003 | Climate change: 0.8068 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0006 | Ionising radiation: 0.0027 | Metal depletion: 0.001 | Freshwater eutrophication: 0.0005",-0.0,0.80675726,-0.0,5.67e-06,0.00054145,0.00147551,0.00273518,7.97e-06,0.00030036,0.00100843,-0.0,0.0,0.00038781,0.00059981,0.00030353,5.7e-07,-0.0,0.00023874
"Landfill of municipal solid waste, ES, GR, PT technology mix, at landfill site, landfill including landfill gas utilisation and leachate treatment, without collection, transport and   pre-treatment",Transport & Packaging,End-of-life treatment > Landfilling,EU-27,kg,municipal solid waste deposition,,other,"Process: Landfill of municipal solid waste, ES, GR, PT technology mix, at landfill site, landfill including landfill gas utilisation and leachate treatment, without collection, transport and   pre-treatment | Category: End-of-life treatment > Landfilling | Lifecycle Stage: Transport & Packaging | Location: EU-27 | Materials: other | Unit: 1 kg | Reference Flow: municipal solid waste deposition | Description:  | Water depletion: 0.0001 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0001 | Human toxicity: 0.0011 | Particulate matter formation: 0.0003 | Terrestrial acidification: 0.0002 | Climate change: 1.0656 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0006 | Ionising radiation: 0.0018 | Metal depletion: 0.001 | Freshwater eutrophication: 0.0007",-0.0,1.06560599,-0.0,2.99e-06,0.00065924,0.00107242,0.00179225,5.16e-06,7.212e-05,0.00099868,-0.0,0.0,0.00034704,0.00059801,0.00019853,4.7e-07,-0.0,0.00012016
"Landfill of municipal solid waste, FR, GB, IE, FI, NO technology mix, at landfill site, landfill including landfill gas utilisation and leachate treatment, without collection, transport and   pre-treatment",Transport & Packaging,End-of-life treatment > Landfilling,EU-27,kg,municipal solid waste deposition,,other,"Process: Landfill of municipal solid waste, FR, GB, IE, FI, NO technology mix, at landfill site, landfill including landfill gas utilisation and leachate treatment, without collection, transport and   pre-treatment | Category: End-of-life treatment > Landfilling | Lifecycle Stage: Transport & Packaging | Location: EU-27 | Materials: other | Unit: 1 kg | Reference Flow: municipal solid waste deposition | Description:  | Water depletion: 0.0002 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0002 | Human toxicity: 0.0012 | Particulate matter formation: 0.0004 | Terrestrial acidification: 0.0003 | Climate change: 0.7975 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0006 | Ionising radiation: 0.0025 | Metal depletion: 0.001 | Freshwater eutrophication: 0.0004",-0.0,0.79749836,-0.0,5.08e-06,0.00043022,0.00123907,0.00253627,6.96e-06,0.00024398,0.00100626,-0.0,0.0,0.00038594,0.00059193,0.00029779,5.2e-07,-0.0,0.00023604
"Landfill of paper waste, at landfill site, landfill including landfill gas utilisation and leachate treatment and without collection, transport and   pre-treatment",Transport & Packaging,End-of-life treatment > Landfilling,EU-27,kg,landfill of paper waste,,paper,"Process: Landfill of paper waste, at landfill site, landfill including landfill gas utilisation and leachate treatment and without collection, transport and   pre-treatment | Category: End-of-life treatment > Landfilling | Lifecycle Stage: Transport & Packaging | Location: EU-27 | Materials: paper | Unit: 1 kg | Reference Flow: landfill of paper waste | Description:  | Water depletion: 0.0003 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0002 | Human toxicity: 0.0008 | Particulate matter formation: 0.0005 | Terrestrial acidification: 0.0004 | Climate change: 0.9904 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0007 | Ionising radiation: 0.0036 | Metal depletion: 0.0013 | Freshwater eutrophication: 0.0001",-0.0,0.99041629,-0.0,6.2e-06,8.811e-05,0.00084658,0.00358742,9.04e-06,0.00015704,0.00132334,-0.0,0.0,0.00049749,0.00072442,0.00037219,4.8e-07,-0.0,0.00029216
"Landfill of biodegradable waste, at landfill site, landfill including landfill gas utilisation and leachate treatment and without collection, transport and   pre-treatment",Transport & Packaging,End-of-life treatment > Landfilling,EU-27,kg,landfill of biodegradable waste,,other,"Process: Landfill of biodegradable waste, at landfill site, landfill including landfill gas utilisation and leachate treatment and without collection, transport and   pre-treatment | Category: End-of-life treatment > Landfilling | Lifecycle Stage: Transport & Packaging | Location: EU-27 | Materials: other | Unit: 1 kg | Reference Flow: landfill of biodegradable waste | Description:  | Water depletion: 0.0002 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0004 | Human toxicity: 0.0007 | Particulate matter formation: 0.0005 | Terrestrial acidification: 0.0003 | Climate change: 0.5771 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0005 | Ionising radiation: 0.0036 | Metal depletion: 0.0013 | Freshwater eutrophication: 0.0005",-0.0,0.57706923,-0.0,5.8e-06,0.00045867,0.00074299,0.00358742,8.67e-06,0.00042428,0.00132333,-0.0,0.0,0.00047188,0.00049199,0.00031015,4.1e-07,-0.0,0.00021612
"Landfill of textiles, at landfill site, landfill including landfill gas utilisation and leachate treatment and without collection, transport and   pre-treatment",Transport & Packaging,End-of-life treatment > Landfilling,EU-27,kg,landfill of textiles,,other,"Process: Landfill of textiles, at landfill site, landfill including landfill gas utilisation and leachate treatment and without collection, transport and   pre-treatment | Category: End-of-life treatment > Landfilling | Lifecycle Stage: Transport & Packaging | Location: EU-27 | Materials: other | Unit: 1 kg | Reference Flow: landfill of textiles | Description:  | Water depletion: 0.0003 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0009 | Human toxicity: 0.0009 | Particulate matter formation: 0.0005 | Terrestrial acidification: 0.0004 | Climate change: 1.0223 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0007 | Ionising radiation: 0.0036 | Metal depletion: 0.0013 | Freshwater eutrophication: 0.0001",-0.0,1.02230556,-0.0,6.44e-06,0.00014987,0.00089721,0.00358742,9.26e-06,0.00088932,0.00132334,-0.0,0.0,0.00049931,0.00074237,0.00037662,5.5e-07,-0.0,0.00029758
"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,FI,MJ,process steam from heavy fuel oil,,other,"Process: Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: FI | Materials: other | Unit: 1 MJ | Reference Flow: process steam from heavy fuel oil | Description:  | Water depletion: 0.0 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0001 | Marine eutrophication: 0.0 | Human toxicity: 0.005 | Particulate matter formation: 0.0002 | Terrestrial acidification: 0.0007 | Climate change: 0.0987 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0002 | Ionising radiation: 0.0003 | Metal depletion: 0.0 | Freshwater eutrophication: 0.0",0.0,0.09872002,0.0,3.73e-06,6.7e-07,0.00495997,0.00034488,5.288e-05,7.84e-06,4.471e-05,0.0,0.0,0.00016577,0.00024821,0.00069077,3.25e-06,0.0,4.35e-06
